sampid,type,subgroup_category,benchmark_category,benchmark_source,response_rate,n,phat,p0,v0
Probability 2,prob,65+,Employed last week,June 2021 CPS Monthly,3,1261,0.215608498,0.171806276,1.06E-05
Opt-in 1,nonprob,College grad,Employed last week,June 2021 CPS Monthly,0,1598,0.619928728,0.689564089,1.40E-05
Opt-in 2,nonprob,College grad,Employed last week,June 2021 CPS Monthly,0,1953,0.634839707,0.689564089,1.40E-05
Opt-in 3,nonprob,College grad,Employed last week,June 2021 CPS Monthly,0,1799,0.662961156,0.689564089,1.40E-05
Probability 1,prob,College grad,Employed last week,June 2021 CPS Monthly,1.4,1867,0.684685303,0.689564089,1.40E-05
Probability 2,prob,College grad,Employed last week,June 2021 CPS Monthly,3,2147,0.702991568,0.689564089,1.40E-05
Opt-in 1,nonprob,HS or less,Employed last week,June 2021 CPS Monthly,0,1756,0.380974311,0.49610308,1.45E-05
Opt-in 2,nonprob,HS or less,Employed last week,June 2021 CPS Monthly,0,1439,0.382996084,0.49610308,1.45E-05
Opt-in 3,nonprob,HS or less,Employed last week,June 2021 CPS Monthly,0,1511,0.394293778,0.49610308,1.45E-05
Probability 1,prob,HS or less,Employed last week,June 2021 CPS Monthly,1.4,1617,0.445583619,0.49610308,1.45E-05
Probability 2,prob,HS or less,Employed last week,June 2021 CPS Monthly,3,1628,0.506879261,0.49610308,1.45E-05
Opt-in 1,nonprob,Some college,Employed last week,June 2021 CPS Monthly,0,1558,0.484859944,0.597147182,1.78E-05
Opt-in 2,nonprob,Some college,Employed last week,June 2021 CPS Monthly,0,1539,0.522080219,0.597147182,1.78E-05
Opt-in 3,nonprob,Some college,Employed last week,June 2021 CPS Monthly,0,1645,0.530495774,0.597147182,1.78E-05
Probability 1,prob,Some college,Employed last week,June 2021 CPS Monthly,1.4,1543,0.568110346,0.597147182,1.78E-05
Probability 2,prob,Some college,Employed last week,June 2021 CPS Monthly,3,1363,0.594714058,0.597147182,1.78E-05
Opt-in 1,nonprob,All adults,Employed last week,June 2021 CPS Monthly,0,4912,0.488876677,0.590162984,5.94E-06
Opt-in 2,nonprob,All adults,Employed last week,June 2021 CPS Monthly,0,4931,0.505873364,0.590162984,5.94E-06
Opt-in 3,nonprob,All adults,Employed last week,June 2021 CPS Monthly,0,4955,0.524798505,0.590162984,5.94E-06
Probability 1,prob,All adults,Employed last week,June 2021 CPS Monthly,1.4,5027,0.558990613,0.590162984,5.94E-06
Probability 2,prob,All adults,Employed last week,June 2021 CPS Monthly,3,5147,0.59512474,0.590162984,5.94E-06
Opt-in 1,nonprob,Black non-Hispanic,Employed last week,June 2021 CPS Monthly,0,656,0.637888846,0.570967657,4.92E-05
Opt-in 2,nonprob,Black non-Hispanic,Employed last week,June 2021 CPS Monthly,0,676,0.496806209,0.570967657,4.92E-05
Opt-in 3,nonprob,Black non-Hispanic,Employed last week,June 2021 CPS Monthly,0,623,0.544339456,0.570967657,4.92E-05
Probability 1,prob,Black non-Hispanic,Employed last week,June 2021 CPS Monthly,1.4,470,0.507480275,0.570967657,4.92E-05
Probability 2,prob,Black non-Hispanic,Employed last week,June 2021 CPS Monthly,3,529,0.57254351,0.570967657,4.92E-05
Opt-in 1,nonprob,Hispanic,Employed last week,June 2021 CPS Monthly,0,904,0.596666232,0.626582334,3.89E-05
Opt-in 2,nonprob,Hispanic,Employed last week,June 2021 CPS Monthly,0,852,0.578980893,0.626582334,3.89E-05
Opt-in 3,nonprob,Hispanic,Employed last week,June 2021 CPS Monthly,0,884,0.62470119,0.626582334,3.89E-05
Probability 1,prob,Hispanic,Employed last week,June 2021 CPS Monthly,1.4,575,0.562586292,0.626582334,3.89E-05
Probability 2,prob,Hispanic,Employed last week,June 2021 CPS Monthly,3,809,0.612787191,0.626582334,3.89E-05
Opt-in 1,nonprob,White non-Hispanic,Employed last week,June 2021 CPS Monthly,0,3079,0.423030926,0.581384235,8.20E-06
Opt-in 2,nonprob,White non-Hispanic,Employed last week,June 2021 CPS Monthly,0,3245,0.482105679,0.581384235,8.20E-06
Opt-in 3,nonprob,White non-Hispanic,Employed last week,June 2021 CPS Monthly,0,3148,0.487727287,0.581384235,8.20E-06
Probability 1,prob,White non-Hispanic,Employed last week,June 2021 CPS Monthly,1.4,3596,0.568501426,0.581384235,8.20E-06
Probability 2,prob,White non-Hispanic,Employed last week,June 2021 CPS Monthly,3,3362,0.59615848,0.581384235,8.20E-06
Opt-in 1,nonprob,All adults,Voted in 2020,U.S. Elections Project,0,4912,0.656096454,0.662,0
Opt-in 2,nonprob,All adults,Voted in 2020,U.S. Elections Project,0,4931,0.658078383,0.662,0
Opt-in 3,nonprob,All adults,Voted in 2020,U.S. Elections Project,0,4955,0.691957326,0.662,0
Probability 1,prob,All adults,Voted in 2020,U.S. Elections Project,1.4,5027,0.751220758,0.662,0
Probability 2,prob,All adults,Voted in 2020,U.S. Elections Project,3,5147,0.738358503,0.662,0
Probability 3,prob,All adults,Voted in 2020,U.S. Elections Project,7,4965,0.743517182,0.662,0
